TourAttraction,Big_col,Samll_col,Address,Local,Alien,Foreign,Total,Latitude,Longitude,category
봉황산산림욕장,자연관광지,자연휴양림,강원도 > 삼척시,"102,099","30,989",41,"31,030",37.4414246,129.1748995,자연
서산버드랜드,자연관광지,자연생태관광지,충청남도 > 서산시,"11,092","31,017",12,"31,029",36.6410572,126.3803184,자연
공주 석장리 유적,역사관광지,유적지/사적지,충청남도 > 공주시,"11,799","30,923",26,"30,949",36.4467857,127.1896466,인문
삼성산성지,역사관광지,종교성지,서울특별시 > 관악구,"60,274","30,800",96,"30,896",37.4567797,126.929193,인문
선암사[유네스코 세계문화유산],역사관광지,사찰,전라남도 > 순천시,"6,801","30,702",171,"30,873",34.9960451,127.3304767,인문
순천전통야생차체험관,체험관광지,전통체험,전라남도 > 순천시,"6,801","30,702",171,"30,873",34.9948231,127.3342264,인문
미숭산관광지,휴양관광지,유원지,경상남도 > 합천군,"19,674","30,786",65,"30,851",35.738217,128.192259,인문
아우라지,자연관광지,호수,강원도 > 정선군,"19,026","30,727",119,"30,846",37.476523,128.721664,자연
안성 구메농사마을,체험관광지,농.산.어촌 체험,경기도 > 안성시,"11,571","30,674",142,"30,816",37.0243308,127.4082208,인문
칠장사(안성),역사관광지,사찰,경기도 > 안성시,"11,571","30,674",142,"30,816",37.0265526,127.3975551,인문
금성산(합천),자연관광지,산,경상남도 > 합천군,"24,231","30,751",47,"30,798",35.5167178,128.0366188,자연
대구미술관,문화시설,미술관/화랑,대구광역시 > 수성구,"18,981","30,751",43,"30,794",35.8271354,128.6741762,인문
마산아트센터,문화시설,미술관/화랑,경상남도 > 창원시 의창구,"24,864","30,695",31,"30,726",35.2258501,128.5772755,인문
자연염색박물관,문화시설,박물관,대구광역시 > 동구,"20,087","30,681",37,"30,718",35.9793796,128.6364378,인문
우이도 돈목해수욕장,자연관광지,해수욕장,전라남도 > 신안군,"7,847","28,704","2,002","30,706",34.6015839,125.8242413,자연
문장대,자연관광지,자연생태관광지,경상북도 > 상주시,"2,426","30,685",15,"30,700",36.56772,127.8621052,자연
안골관광농원,체험관광지,관광농원,충청북도 > 진천군,"20,948","30,678",12,"30,690",36.8745705,127.3669512,인문
김제 외갓집마을,체험관광지,농.산.어촌 체험,전라북도 > 김제시,"21,900","30,576",22,"30,598",35.8102199,126.9865718,인문
만덕산,자연관광지,산,전라남도 > 강진군,"24,917","30,587",7,"30,594",34.5922222,126.7438889,자연
장산 (부산 국가지질공원),자연관광지,산,부산광역시 > 해운대구,"106,229","30,496",80,"30,576",35.1944152,129.1446902,자연
김정회고가,역사관광지,고택,전라북도 > 고창군,"30,475","30,552",23,"30,574",35.440024,126.659974,인문
팔효사,역사관광지,유적지/사적지,전라북도 > 김제시,"98,403","30,429",112,"30,541",35.792449,126.889265,인문
연천 경순왕릉,역사관광지,유적지/사적지,경기도 > 연천군,"19,677","30,387",122,"30,509",37.9911157,126.8424941,인문
한재당,역사관광지,유적지/사적지,경기도 > 김포시,"30,835","30,293",189,"30,482",37.7400623,126.5941689,인문
애기봉(김포),자연관광지,산,경기도 > 김포시,"30,835","30,293",189,"30,482",37.7554621,126.5928224,자연
연화도(통영),자연관광지,섬,경상남도 > 통영시,"6,815","30,335",137,"30,471",34.6452157,128.3597226,자연
창녕 교동과 송현동 고분군,역사관광지,유적지/사적지,경상남도 > 창녕군,"57,768","30,436",29,"30,465",35.5460839,128.5042128,인문
경주민속공예촌,역사관광지,민속마을,경상북도 > 경주시,"5,061","30,244",181,"30,425",35.8045127,129.3111853,인문
영일만온천,휴양관광지,온천/욕장/스파,경상북도 > 포항시 남구,"64,670","30,261",147,"30,408",35.9529127,129.3614541,인문
백천사(사천),역사관광지,사찰,경상남도 > 사천시,"3,479","30,384",19,"30,402",34.9960029,128.0920996,인문
수운정(단양),역사관광지,유적지/사적지,충청북도 > 단양군,"9,492","30,314",63,"30,376",36.9845473,128.3655186,인문
화암사(예산),역사관광지,사찰,충청남도 > 예산군,"34,808","30,328",42,"30,369",36.7384381,126.8004263,인문
명탄서원,역사관광지,유적지/사적지,충청남도 > 공주시,"42,588","30,321",38,"30,359",36.4584959,127.1564614,인문
양근향교,역사관광지,유적지/사적지,경기도 > 양평군,"40,142","30,321",34,"30,354",37.525299,127.45773,인문
양주 초록지기마을,체험관광지,농.산.어촌 체험,경기도 > 양주시,"24,710","30,219",121,"30,340",37.9227693,126.9974019,인문
칼봉산자연휴양림,자연관광지,자연휴양림,경기도 > 가평군,"14,676","30,205",130,"30,335",37.837118,127.465013,자연
용담사(남원),역사관광지,사찰,전라북도 > 남원시,"42,816","30,118",192,"30,309",35.4105528,127.4124584,인문
리각미술관,문화시설,미술관/화랑,충청남도 > 천안시 동남구,"23,321","30,244",36,"30,280",36.8208173,127.1859704,인문
더 스파 인 가든파이브,휴양관광지,이색찜질방,서울특별시 > 송파구,"5,359","30,233",33,"30,266",37.4790189,127.1184489,인문
새섬(새연교),자연관광지,섬,제주특별자치도 > 서귀포시,"19,516","29,145","1,102","30,246",33.2372277,126.5598598,자연
금연저수지,역사관광지,안보관광,강원도 > 철원군,"56,903","30,240",6,"30,246",38.1716597,127.2350936,인문
삼광사,역사관광지,사찰,부산광역시 > 부산진구,"51,072","30,002",236,"30,238",35.1756932,129.0433952,인문
남애항,자연관광지,항구/포구,강원도 > 양양군,"10,444","30,149",52,"30,201",37.9444676,128.7874214,자연
학림사(세종),역사관광지,사찰,세종특별자치시 > 세종특별자치시,"32,627","30,153",38,"30,191",36.584364,127.246466,인문
백제도예원,체험관광지,이색체험,전라북도 > 익산시,"136,059","30,030",89,"30,119",35.981487,126.978079,인문
공주상신리 당간지주,역사관광지,유적지/사적지,충청남도 > 공주시,"6,944","30,083",17,"30,099",36.3826275,127.2277558,인문
보림사(함양),역사관광지,사찰,경상남도 > 함양군,"60,589","30,044",43,"30,087",35.5213657,127.7228448,인문
부용정,역사관광지,유적지/사적지,광주광역시 > 남구,"33,740","29,922",146,"30,068",37.5816096,126.9929492,인문
비진도해수욕장,자연관광지,해수욕장,경상남도 > 통영시,"8,285","29,939",121,"30,060",34.7198476,128.4602391,자연
홍도,자연관광지,섬,전라남도 > 신안군,928,"29,908",143,"30,050",34.693242,125.2011079,자연
충주호,자연관광지,호수,충청북도 > 충주시,"17,710","29,988",35,"30,023",36.9595174,128.0666592,자연
제주커피박물관 바움,문화시설,박물관,제주특별자치도 > 서귀포시,"9,765","26,184","3,809","29,993",33.4397954,126.8990639,인문
빛의 벙커,문화시설,전시관,제주특별자치도 > 서귀포시,"9,765","26,184","3,809","29,993",33.4398545,126.8991383,인문
서울 정릉(신덕왕후) [유네스코 세계문화유산],역사관광지,유적지/사적지,서울특별시 > 성북구,"124,313","29,761",210,"29,970",37.6021121,127.0061045,인문
양평 여물리 마을,체험관광지,농.산.어촌 체험,경기도 > 양평군,"30,272","29,887",49,"29,936",37.5534413,127.7061613,인문
삼수마을,체험관광지,농.산.어촌 체험,전라남도 > 보성군,"5,849","29,393",492,"29,885",34.69977,127.0532046,인문
해남사,역사관광지,사찰,울산광역시 > 중구,"56,067","29,820",52,"29,872",35.5598197,129.3206914,인문
삼의봉,자연관광지,산,제주특별자치도 > 제주시,"84,588","28,732","1,090","29,822",33.4403822,126.5618636,자연
삼성궁,역사관광지,유적지/사적지,경상남도 > 하동군,"4,547","29,512",256,"29,768",35.2383668,127.7050557,인문
연곡해변(연곡해수욕장),자연관광지,해수욕장,강원도 > 강릉시,"64,183","29,705",46,"29,751",37.8585621,128.8544174,자연
태교사,역사관광지,유적지/사적지,충청북도 > 음성군,"12,635","29,673",55,"29,728",36.862014,127.588848,인문
강원도립화목원,자연관광지,수목원,강원도 > 춘천시,"43,901","29,614",97,"29,711",37.9232548,127.7253862,자연
신흥사(영천),역사관광지,사찰,경상북도 > 영천시,"50,929","29,551",160,"29,710",35.9375168,128.8985259,인문
고려청자박물관,문화시설,박물관,전라남도 > 강진군,"20,724","29,638",67,"29,705",34.5086773,126.8008441,인문
한국민화뮤지엄,문화시설,박물관,전라남도 > 강진군,"20,724","29,638",67,"29,705",34.50869,126.804222,인문
메이즈랜드,휴양관광지,테마공원,제주특별자치도 > 제주시,"4,218","28,886",812,"29,697",33.4887415,126.8009514,인문
이경순 소리박물관,문화시설,박물관,경기도 > 안성시,"25,358","29,659",31,"29,690",37.0587654,127.3583171,인문
경주 양남 주상절리 전망대,건축/조형물,기념탑/기념비/전망대,경상북도 > 경주시,"32,501","29,285",380,"29,664",35.686167,129.4743317,인문
오남공룡체험전시관,문화시설,전시관,경기도 > 남양주시,"55,622","29,596",58,"29,654",37.6956351,127.2516891,인문
용천사(함평),역사관광지,사찰,전라남도 > 함평군,"5,628","29,631",20,"29,651",35.1836127,126.5448913,인문
귀족호도박물관,문화시설,박물관,전라남도 > 장흥군,"97,416","29,624",20,"29,644",34.674993,126.919135,인문
신창동 선사유적지,역사관광지,유적지/사적지,광주광역시 > 광산구,"51,422","29,614",26,"29,640",35.1967908,126.8457397,인문
서천 동자북마을,체험관광지,농.산.어촌 체험,충청남도 > 서천군,"48,927","29,540",32,"29,572",36.0842085,126.8131551,인문
제주러브랜드,휴양관광지,테마공원,제주특별자치도 > 제주시,"13,689","25,841","3,729","29,569",33.451638,126.49,인문
제주도립미술관,문화시설,미술관/화랑,제주특별자치도 > 제주시,"13,689","25,841","3,729","29,569",33.4526324,126.4896073,인문
신비의도로,체험관광지,이색거리,제주특별자치도 > 제주시,"13,689","25,841","3,729","29,569",33.4511642,126.4878082,인문
천은사(구례),역사관광지,사찰,전라남도 > 구례군,"12,201","29,435",99,"29,534",35.2737008,127.4763333,인문
경국사(서울),역사관광지,사찰,서울특별시 > 성북구,"65,447","29,316",195,"29,511",37.6146027,127.0045638,인문
하저해수욕장,자연관광지,해수욕장,경상북도 > 영덕군,"15,495","29,453",50,"29,502",36.3897225,129.4082146,자연
홍난파 생가,역사관광지,생가,경기도 > 화성시,"35,291","25,312","4,189","29,501",37.1790795,126.8339666,인문
궁촌해변(궁촌해수욕장),자연관광지,해수욕장,강원도 > 삼척시,"8,162","29,281",163,"29,444",37.3244684,129.2679219,자연
서울시립 북서울미술관,문화시설,미술관/화랑,서울특별시 > 노원구,"58,461","29,299",143,"29,442",37.6407938,127.0667628,인문
달성 태고정,역사관광지,고택,대구광역시 > 달성군,"21,763","29,222",218,"29,439",35.9110111,128.4164332,인문
고양향교,역사관광지,유적지/사적지,경기도 > 고양시 덕양구,"67,060","29,344",67,"29,411",37.7036832,126.8948627,인문
문헌서원,역사관광지,유적지/사적지,충청남도 > 서천군,"43,810","29,327",26,"29,352",36.0919092,126.7854867,인문
전라남도 농업박물관,문화시설,박물관,전라남도 > 영암군,"10,896","29,257",95,"29,351",34.776536,126.458694,인문
38선마을,역사관광지,안보관광,경기도 > 연천군,"13,066","29,309",40,"29,349",37.9952313,126.9236015,인문
국사암,역사관광지,사찰,경기도 > 안성시,"23,184","29,257",45,"29,301",35.2371887,127.6498015,인문
제주허브동산,체험관광지,관광농원,제주특별자치도 > 서귀포시,"3,094","28,903",374,"29,277",33.3297951,126.814944,인문
아야진항,자연관광지,항구/포구,강원도 > 고성군,"13,465","29,239",25,"29,264",38.2727272,128.5562668,자연
전주 산성벽화마을,체험관광지,이색거리,전라북도 > 전주시 완산구,"46,176","29,005",255,"29,260",35.8142152,127.1572118,인문
판포포구,자연관광지,항구/포구,제주특별자치도 > 제주시,"16,272","28,462",741,"29,203",33.3653292,126.1997151,자연
해거름전망대,건축/조형물,기념탑/기념비/전망대,제주특별자치도 > 제주시,"16,272","28,462",741,"29,203",33.3711054,126.2063057,인문
서울 태릉(문정왕후)과 강릉(인순왕후) [유네스코 세계문화유산],역사관광지,유적지/사적지,서울특별시 > 노원구,"10,301","29,159",40,"29,198",37.6361392,127.0977053,인문
대명리조트 천안,휴양관광지,관광단지,충청남도 > 천안시 동남구,"16,569","28,837",349,"29,186",36.7571865,127.2241221,인문
대게원조 차유어촌체험마을,자연관광지,어촌,경상북도 > 영덕군,"20,451","28,872",240,"29,112",36.48981,129.443426,자연
서귀포 김정희 유배지,역사관광지,고택,제주특별자치도 > 서귀포시,"36,313","28,833",215,"29,048",33.2502804,126.278361,인문
소암기념관,문화시설,기념관,제주특별자치도 > 서귀포시,"26,436","27,430","1,567","28,997",33.2451018,126.5675664,인문
중원폭포,자연관광지,폭포,경기도 > 양평군,"24,458","28,721",262,"28,983",37.5561111,127.6136111,자연
통영 한산도 이충무공 유적,역사관광지,유적지/사적지,경상남도 > 통영시,"10,437","28,851",121,"28,972",34.7931492,128.473181,인문
지보사(군위),역사관광지,사찰,경상북도 > 군위군,"1,022","28,879",85,"28,963",36.2578063,128.6021281,인문
금남 백로 서식지,자연관광지,자연생태관광지,세종특별자치시 > 세종특별자치시,"43,222","28,907",52,"28,959",36.443123,127.291823,자연
제주빅볼랜드,체험관광지,이색체험,제주특별자치도 > 제주시,"19,163","28,329",628,"28,957",33.3892232,126.3780046,인문
당진 영전황토마을,체험관광지,농.산.어촌 체험,충청남도 > 당진시,"60,575","28,854",91,"28,945",36.9655449,126.5423341,인문
왕산사(포천),역사관광지,사찰,경기도 > 포천시,"73,602","28,893",34,"28,926",37.8995484,127.171902,인문
무형문화재복합전수관(서천),문화시설,문화전수시설,충청남도 > 서천군,"47,607","28,872",32,"28,904",36.0803312,126.6913277,인문
백마강 레저파크,,,충청남도 > 부여군,"17,346","28,665",238,"28,903",36.3020849,126.9159369,기타
